"Pos","Company","Link","PostDate","Page No"
"Analyst Programmer / System Analyst (J2EE)","Computer Recruitment Consultants Ltd","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005836833","2018-01-13","44"
"Application Support Specialist ($30k - 45k) - FinTech","Michael Page","https://hk.jobsdb.com/hk/en/job/application-support-specialist-fintech-100003005837592","2018-01-13","45"
"IT Engineer","Asia Satellite Telecommunications Co Ltd","https://hk.jobsdb.com/hk/en/job/it-engineer-100003005837581","2018-01-13","45"
"Contract IT Engineer","Asia Satellite Telecommunications Co Ltd","https://hk.jobsdb.com/hk/en/job/contract-it-engineer-100003005837582","2018-01-13","45"
"Senior Software Development Architect / Technical Delivery Manager","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/senior-software-development-architect-technical-delivery-manager-100003005835469","2018-01-13","45"
"System Analyst (Java / J2EE / Web Services)","EDPS Systems Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005837558","2018-01-13","45"
"System Analyst (Java / J2EE / Web Services)","EDPS Systems Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005837558","2018-01-13","45"
"System Analyst (J2EE / Oracle RDBMS)","EDPS Systems Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005837557","2018-01-13","45"
"Business Analyst - Web Development","InfoTech Services ( HK ) Ltd. ??????(??)????","https://hk.jobsdb.com/hk/en/job/business-analyst-web-development-100003005837511","2018-01-13","45"
"Senior Software Engineer","HKC Technology Limited","https://hk.jobsdb.com/hk/en/job/senior-software-engineer-100003005837481","2018-01-13","45"
"Software Engineer (Mobile App)","HKC Technology Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005837482","2018-01-13","45"
"Senior Analyst Programmer - Trust Company","Hays","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-trust-company-100003005837446","2018-01-13","45"
"Technical Architect (Ref: JDB/MS/TA)","Computer And Technologies Resources Limited","https://hk.jobsdb.com/hk/en/job/technical-architect-100003005836467","2018-01-13","45"
"Solution Architect","m-FINANCE Limited","https://hk.jobsdb.com/hk/en/job/solution-architect-100003005836197","2018-01-13","45"
"System Analyst - IT (System Development)","Li & Fung Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-it-100003005835619","2018-01-13","45"
"Systems Analyst / Analyst Programmer","Conners Consulting Limited","https://hk.jobsdb.com/hk/en/job/systems-analyst-analyst-programmer-100003005835519","2018-01-13","45"
"Seinor System Analyst (Exhibition Management System & ERP System)","Pacific Career Limited - IT Search","https://hk.jobsdb.com/hk/en/job/seinor-system-analyst-100003005835523","2018-01-13","45"
"System Analyst / Development Lead","Pacific Career Limited - IT Search","https://hk.jobsdb.com/hk/en/job/system-analyst-development-lead-100003005835385","2018-01-13","45"
"Programmer","LAWSGROUP","https://hk.jobsdb.com/hk/en/job/programmer-100003005835344","2018-01-13","45"
"Analyst Programmer/ Programmer (Ref. JDB/DS/PGR)","Computer And Technologies Resources Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-programmer-100003005835054","2018-01-13","45"
"Senior Engineer (Quality Assurance)","ICO Limited","https://hk.jobsdb.com/hk/en/job/senior-engineer-100003005833498","2018-01-13","45"
"Analyst Programmer/ Senior Analyst Progrmamer (Java Development)","ICO Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-senior-analyst-progrmamer-100003005833499","2018-01-13","45"
"Systems Analyst (Java development focus - 5 day work)","ICO Limited","https://hk.jobsdb.com/hk/en/job/systems-analyst-100003005833501","2018-01-13","45"
"Analyst Programmer / Programmer (5 days work)","Thinking Technology Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-programmer-100003005832549","2018-01-13","45"
"System Engineer","Thinking Technology Limited","https://hk.jobsdb.com/hk/en/job/system-engineer-100003005832548","2018-01-13","45"
"Senior System Analyst (Inhouse Banking Job)","Don Nelson Recruitment Limited","https://hk.jobsdb.com/hk/en/job/senior-system-analyst-100003005831828","2018-01-13","45"
"Software Engineer - Algorithmic Trading System (Python)","Don Nelson Recruitment Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-algorithmic-trading-system-100003005831817","2018-01-13","45"
"Project Manager / Senior Consultants / Developers","Strategic Systems Consultants Limited","https://hk.jobsdb.com/hk/en/job/project-manager-senior-consultants-developers-100003005837285","2018-01-12","45"
"Senior Technical Analyst","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/senior-technical-analyst-100003005837262","2018-01-12","45"
"SYSTEM ANALYST (SHAREPOINT) (Ref.: 10003926B)","Jardine OneSolution (HK) Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005837180","2018-01-12","45"
"SYSTEM ANALYST (Ref.: 10303713C)","Jardine OneSolution (HK) Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005837179","2018-01-12","45"
"???????? Web Programmer","Onebox Creative Limited","https://hk.jobsdb.com/hk/en/job/%e6%9c%89%e5%9c%98%e7%81%ab%e7%9a%84-web-programmer-100003005837159","2018-01-12","45"
"Programmer","Omnipres Company Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005837118","2018-01-12","45"
"Java Developer / Analyst (Banking & Finance)","Sage Technologies Ltd","https://hk.jobsdb.com/hk/en/job/java-developer-analyst-100003005837036","2018-01-12","45"
"Senior Software Engineer ($ 40K++/Month)","Ambitious People","https://hk.jobsdb.com/hk/en/job/senior-software-engineer-100003005837114","2018-01-12","45"
"DATABASE ENGINEER / CONSULTANT (Ref.: 10003280)","Jardine OneSolution (HK) Ltd","https://hk.jobsdb.com/hk/en/job/database-engineer-consultant-100003005837105","2018-01-12","45"
"E-commerce Manager (Regional role)","Hillman Ross","https://hk.jobsdb.com/hk/en/job/e-commerce-manager-100003005837093","2018-01-12","45"
"Technical Lead (Insurance Company)","IT Consulting Solutions Limited","https://hk.jobsdb.com/hk/en/job/technical-lead-100003005837068","2018-01-12","45"
"Software Engineer","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005837060","2018-01-12","45"
"JAVA Senior System Analysts/ SA/ Developers (Payment & Settlement) - Major Bank","IT Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/java-senior-system-analysts-sa-developers-major-bank-100003005835192","2018-01-12","45"
"Data Warehouse / BI (Cognos) - System Analysts/Analyst Programmers/Programmers ( Major Bank )","IT Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/data-warehouse-bi-system-analysts-analyst-programmers-programmers-100003005835173","2018-01-12","45"
"Systems Analyst / Analyst Programmer","Messe Frankfurt (HK) Ltd","https://hk.jobsdb.com/hk/en/job/systems-analyst-analyst-programmer-100003005837031","2018-01-12","45"
"Java Systems analyst (Leading fintech) - $35k-$45k","Ambitious People","https://hk.jobsdb.com/hk/en/job/java-systems-analyst-100003005836995","2018-01-12","45"
"Software Engineer - Cyber Security/ Fresh Grad welcome / Salary upto 25k / 5 day work 7-hour a day","Six People Map","https://hk.jobsdb.com/hk/en/job/software-engineer-cyber-security-7-hour-a-day-100003005836991","2018-01-12","45"
"Software Developer - Hong Kong","NST Recruitment Limited","https://hk.jobsdb.com/hk/en/job/software-developer-hong-kong-100003005836934","2018-01-12","45"
"Senior Software Engineer (Application)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/senior-software-engineer-100003005836900","2018-01-12","45"
"Technical Lead (Application)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/technical-lead-100003005836882","2018-01-12","45"
"Technical Manager (Application)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/technical-manager-100003005836873","2018-01-12","45"
"Web Technologies Developer","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/web-technologies-developer-100003005836834","2018-01-12","45"
"Mobile Application Developer up to 45K (Android / iOS)","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/mobile-application-developer-100003005836817","2018-01-12","45"
"Data Scientist","Gorilla Group Limited","https://hk.jobsdb.com/hk/en/job/data-scientist-100003005836809","2018-01-12","45"
"IT Engineer (Linux)","IT Consulting Solutions Limited","https://hk.jobsdb.com/hk/en/job/it-engineer-100003005836806","2018-01-12","45"
"IT Engineer (Linux)","IT Consulting Solutions Limited","https://hk.jobsdb.com/hk/en/job/it-engineer-100003005836806","2018-01-12","45"
"Senior/ System Analyst (JAVA) - Up to 45K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/senior-system-analyst-100003005836800","2018-01-12","46"
"Analyst Programmer (Java) - Up to 35K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005836796","2018-01-12","46"
"Data Scientist","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/data-scientist-100003005836781","2018-01-12","46"
"Front End System Analyst - Up to 45k Monthly","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/front-end-system-analyst-100003005836780","2018-01-12","46"
"Senior/ Analyst Programmer (.Net) - Up to 35K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-100003005836764","2018-01-12","46"
"Senior/ Analyst Programmer (.Net) - Up to 35K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-100003005836764","2018-01-12","46"
"Java Payment Solutions (Senior/ System Analyst) - Up to 50K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/java-payment-solutions-100003005836751","2018-01-12","46"
"Regional Business Analyst - Retail (Welcome FS)","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/regional-business-analyst-retail-100003005836750","2018-01-12","46"
"Technical Project Manager -Payment Gateway/ P2P Payment","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/technical-project-manager-payment-gateway-p2p-payment-100003005836736","2018-01-12","46"
"Data Scientist - Up to 65K monthly","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/data-scientist-100003005836729","2018-01-12","46"
"Web / Software / Product Development Manager (Front End)","Wellesley Associates Limited","https://hk.jobsdb.com/hk/en/job/web-software-product-development-manager-100003005836695","2018-01-12","46"
"Senior Engineer (VMware)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/senior-engineer-100003005836693","2018-01-12","46"
"Technical Lead (DW/BI)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/technical-lead-100003005836669","2018-01-12","46"
"IT Project Manager","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/it-project-manager-100003005836661","2018-01-12","46"
"Technical Manager (Application Development) (CIWS)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/technical-manager-100003005836606","2018-01-12","46"
"Technical Lead (Application Development) (CIWS)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/technical-lead-100003005836607","2018-01-12","46"
"Senior Software Engineer (Channels)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/senior-software-engineer-100003005836590","2018-01-12","46"
"Software Engineer (Betting Systems)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005836591","2018-01-12","46"
"Engineer (Systems Assurance)","The Hong Kong Jockey Club","https://hk.jobsdb.com/hk/en/job/engineer-100003005836589","2018-01-12","46"
"Senior System Analyst / System Analyst (Ref. No.: 21783)","Global Executive Consultants Ltd.","https://hk.jobsdb.com/hk/en/job/senior-system-analyst-system-analyst-100003005835485","2018-01-12","46"
"IT Support (Fresh Graduate and IANG visa are welcome)","Michael Page","https://hk.jobsdb.com/hk/en/job/it-support-100003005836509","2018-01-12","46"
"Lead Sofware Engineer (Ruby on Rails)","Charterhouse Partnership","https://hk.jobsdb.com/hk/en/job/lead-sofware-engineer-100003005836479","2018-01-12","46"
"Firmware Manager","BBPOS Limited","https://hk.jobsdb.com/hk/en/job/firmware-manager-100003005836459","2018-01-12","46"
"Mobile Apps Developer","Plastoform Industries Ltd","https://hk.jobsdb.com/hk/en/job/mobile-apps-developer-100003005836446","2018-01-12","46"
"Analyst Programmer / System Analyst (SharePoint) (Ref. No.: 22202)","Global Executive Consultants Ltd.","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005835199","2018-01-12","46"
"Database Specialist / Business Analyst","Hutchison China MediTech (HK) Limited","https://hk.jobsdb.com/hk/en/job/database-specialist-business-analyst-100003005836394","2018-01-12","46"
"Mobile Apps Developer","Kelly Services Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/mobile-apps-developer-100003005836385","2018-01-12","46"
"IT Director","Hays","https://hk.jobsdb.com/hk/en/job/it-director-100003005836375","2018-01-12","46"
"PART-TIME SYSTEM ADMINISTRATOR","D. S. Cheung & Co., Solicitors","https://hk.jobsdb.com/hk/en/job/part-time-system-administrator-100003005835437","2018-01-12","46"
"System Supervisors (Government Department)","Kelly Services Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/system-supervisors-100003005836298","2018-01-12","46"
"E - Banking Manager - Wealth Management (Digital capabilities)","Conners Consulting Limited","https://hk.jobsdb.com/hk/en/job/e-banking-manager-wealth-management-100003005836292","2018-01-12","46"
"Software Developer/Advanced Software Developer - Database","Maxson Network Limited","https://hk.jobsdb.com/hk/en/job/software-developer-advanced-software-developer-database-100003005836289","2018-01-12","46"
"Software Developer/Advanced Software Developer - Applications","Maxson Network Limited","https://hk.jobsdb.com/hk/en/job/software-developer-advanced-software-developer-applications-100003005836290","2018-01-12","46"
"Technical Support Officer / IT Technician","Maxson Network Limited","https://hk.jobsdb.com/hk/en/job/technical-support-officer-it-technician-100003005836288","2018-01-12","46"
"Senior Software QA Engineer","Charterhouse Partnership","https://hk.jobsdb.com/hk/en/job/senior-software-qa-engineer-100003005836283","2018-01-12","46"
"Data Warehouse IT Project Manager - Banking - HK","Ambition","https://hk.jobsdb.com/hk/en/job/data-warehouse-it-project-manager-banking-hk-100003005836280","2018-01-12","46"
"Technical Lead/ Manager - Application","Wellesley Associates Limited","https://hk.jobsdb.com/hk/en/job/technical-lead-manager-application-100003005836249","2018-01-12","46"
"Database Administrator","Wellesley Associates Limited","https://hk.jobsdb.com/hk/en/job/database-administrator-100003005836227","2018-01-12","46"
"Devops Engineer / Software Engineer (Global Tech Firm)","Charterhouse Partnership","https://hk.jobsdb.com/hk/en/job/devops-engineer-software-engineer-100003005836222","2018-01-12","46"
"Web Designer","Designercity (HK) Ltd ? Mirum Hong Kong","https://hk.jobsdb.com/hk/en/job/web-designer-100003005836196","2018-01-12","46"
"IT Programmer / Analyst Programmer","AMAC Human Resources Consultants (????????) (formerly as Centaline Human Resources Consultants)","https://hk.jobsdb.com/hk/en/job/it-programmer-analyst-programmer-100003005836195","2018-01-12","46"
"Senior Frontend Software Engineer / Team Lead","Pinnacle Enterprise Holdings Limited","https://hk.jobsdb.com/hk/en/job/senior-frontend-software-engineer-team-lead-100003005836193","2018-01-12","46"
"Software Developer/ Analyst Programmer/ Programmer","SinoPac Securities (Asia) Limited","https://hk.jobsdb.com/hk/en/job/software-developer-analyst-programmer-programmer-100003005836184","2018-01-12","46"
"Software Tester","Chow Sang Sang Holdings International Limited","https://hk.jobsdb.com/hk/en/job/software-tester-100003005836160","2018-01-12","46"
"Programmer","Hutchison Ports","https://hk.jobsdb.com/hk/en/job/programmer-100003005836141","2018-01-12","46"
"Full-Stack Developer - Investment Bank (All backgrounds welome)","Morgan McKinley","https://hk.jobsdb.com/hk/en/job/full-stack-developer-investment-bank-100003005836105","2018-01-12","46"
"Web Production Assistant","Mirum Hong Kong / DesignerCity (HK) Ltd","https://hk.jobsdb.com/hk/en/job/web-production-assistant-100003005836055","2018-01-12","46"
"Application Support Engineer (REF: ASE)","Swire Coca-Cola HK","https://hk.jobsdb.com/hk/en/job/application-support-engineer-100003005836047","2018-01-12","46"
"Quality Assurance Engineer (Mobile apps)","AMAC Human Resources Consultants (????????) (formerly as Centaline Human Resources Consultants)","https://hk.jobsdb.com/hk/en/job/quality-assurance-engineer-100003005836020","2018-01-12","46"
"Programmer / System Analyst","Forever Power Technology Limited","https://hk.jobsdb.com/hk/en/job/programmer-system-analyst-100003005766742","2018-01-12","46"
"Software Engineer / Programmer / Analyst Programmer","Adel Group (Asia) Ltd","https://hk.jobsdb.com/hk/en/job/software-engineer-programmer-analyst-programmer-100003005835746","2018-01-12","46"
"Software Engineer / Programmer / Analyst Programmer","Adel Group (Asia) Ltd","https://hk.jobsdb.com/hk/en/job/software-engineer-programmer-analyst-programmer-100003005835746","2018-01-12","46"
"Web Developer(s) - Contract / Permanent","Sswift Financial Information Technology Services Limited","https://hk.jobsdb.com/hk/en/job/web-developer-100003005836012","2018-01-12","47"
"System Programmer","Sheng Lian Button Accessories (H.K.) Company Limited","https://hk.jobsdb.com/hk/en/job/system-programmer-100003005835696","2018-01-12","47"
"Python Developer (Five days work)","Hong Kong Asian Ark Technologies Co., Limited","https://hk.jobsdb.com/hk/en/job/python-developer-100003005835962","2018-01-12","47"
"Software Engineer","Hillman Ross","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005835938","2018-01-12","47"
"Front Office Application Support - Investment Bank","Morgan McKinley","https://hk.jobsdb.com/hk/en/job/front-office-application-support-investment-bank-100003005835905","2018-01-12","47"
"Front Office Application Support - Investment Bank","Morgan McKinley","https://hk.jobsdb.com/hk/en/job/front-office-application-support-investment-bank-100003005835905","2018-01-12","47"
"Software Developer / Analyst Programmer (C#.Net) - 20 to 30K","STA Pacific Limited","https://hk.jobsdb.com/hk/en/job/software-developer-analyst-programmer-100003005835860","2018-01-12","47"
"Analyst Programmer","Ming Pao Holdings Ltd","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005835859","2018-01-12","47"
"Node.js Developer","Anystuff Limited","https://hk.jobsdb.com/hk/en/job/node-dot-js-developer-100003005835152","2018-01-12","47"
"Software Engineer / Assistant Software Engineer","Avalon Spinecare (HK) Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-assistant-software-engineer-100003005835750","2018-01-12","47"
"Multi-Asset Middle/Back Office Business Analyst - Global Investment Bank - HKD$45-55k","David James Recruitment Limited","https://hk.jobsdb.com/hk/en/job/multi-asset-middle-back-office-business-analyst-global-investment-bank-100003005835740","2018-01-12","47"
"PHP/Javascript  - Multiple openings across the levels","Prime Insight","https://hk.jobsdb.com/hk/en/job/php-javascript-across-the-levels-100003005835720","2018-01-12","47"
"System Analyst ($30-50K/ Hands-on Java/ J2EE) - Global Investment Bank","Captiare Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-global-investment-bank-100003005835718","2018-01-12","47"
"Software and Support Developer @ Silicon Valley + HK Startup","Avalon BioMedical (Management) Limited","https://hk.jobsdb.com/hk/en/job/software-and-support-developer-silicon-valley-hk-startup-100003005835715","2018-01-12","47"
"Node.js Developer","Kinetix Systems Ltd","https://hk.jobsdb.com/hk/en/job/node-dot-js-developer-100003005835618","2018-01-12","47"
"Sales Director, Cloud Communication ($800K+)","Ambitious People","https://hk.jobsdb.com/hk/en/job/sales-director-cloud-communication-100003005835601","2018-01-12","47"
"Senior System and Network Engineer","Simcentric Solutions Limited","https://hk.jobsdb.com/hk/en/job/senior-system-and-network-engineer-100003005835578","2018-01-12","47"
"Senior Web & Mobile Lead","Pure International (HK) Limited","https://hk.jobsdb.com/hk/en/job/senior-web-mobile-lead-100003005835565","2018-01-12","47"
"Senior Business Analyst","Pure International (HK) Limited","https://hk.jobsdb.com/hk/en/job/senior-business-analyst-100003005835520","2018-01-12","47"
"Business Intelligent Analyst","Pure International (HK) Limited","https://hk.jobsdb.com/hk/en/job/business-intelligent-analyst-100003005835509","2018-01-12","47"
"Senior Analyst Programmer/Analyst Programmer/Programmer(Java/ Oracle/iOS/Android/FinTech/Big Data)","Infinite Financial Solutions Limited","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-analyst-programmer-programmer-100003005835365","2018-01-12","47"
"Permanent/Contract Architect/Sr Specialist/Specialist I (Application Development) - Mainframe","Hong Kong Interbank Clearing Ltd","https://hk.jobsdb.com/hk/en/job/architect-sr-specialist-specialist-i-mainframe-100003005835197","2018-01-12","47"
"Permanent/Contract Architect/Sr Specialist/Specialist I (Application Development) - Web Application","Hong Kong Interbank Clearing Ltd","https://hk.jobsdb.com/hk/en/job/architect-sr-specialist-specialist-i-web-application-100003005835196","2018-01-12","47"
"Programmer/System Analyst (DBMS/SQL/Oracle/C#/Java)","China Resources Logistics (Group) Limited","https://hk.jobsdb.com/hk/en/job/programmer-system-analyst-100003005835012","2018-01-12","47"
"Analyst Programmer/ System Analyst (JAVA/.net/C#- 20-45k)","Ambition","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005834956","2018-01-12","47"
"Business Analyst (Banking/ IT)- (20-40k)","Ambition","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005834955","2018-01-12","47"
"Project Manager (Banking/ Financial)- 40-50k","Ambition","https://hk.jobsdb.com/hk/en/job/project-manager-100003005834954","2018-01-12","47"
"Server-Side Developer","You Technologies Group (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/server-side-developer-100003005834939","2018-01-12","47"
"Development Team Manager","Red Ocean Solutions Limited","https://hk.jobsdb.com/hk/en/job/development-team-manager-100003005834833","2018-01-12","47"
"Software Development Assistant Manager (MNC/Internal POS & Sales System/Attractive Package)","DNA Recruit Partners Limited","https://hk.jobsdb.com/hk/en/job/software-development-assistant-manager-100003005834704","2018-01-12","47"
"Programmer","About Social Enterprise Innovations Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005833953","2018-01-12","47"
"Product Manager - Ventures","PwC","https://hk.jobsdb.com/hk/en/job/product-manager-ventures-100003005834563","2018-01-12","47"
"System Administrator ( IT Co. / 5 days work)","Haystar Consultant Limited","https://hk.jobsdb.com/hk/en/job/system-administrator-100003005834579","2018-01-12","47"
"Web Programmer (TRAINEE / IT Co. / 5 days work)","Haystar Consultant Limited","https://hk.jobsdb.com/hk/en/job/web-programmer-100003005834570","2018-01-12","47"
"Senior Software Engineer (Hong Kong Based)","AMAC Human Resources Consultants (????????) (formerly as Centaline Human Resources Consultants)","https://hk.jobsdb.com/hk/en/job/senior-software-engineer-100003005834545","2018-01-12","47"
"Digital Technical Lead/ Scrum Master","Spencer Ogden (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/digital-technical-lead-scrum-master-100003005834530","2018-01-12","47"
"AI Programmer/ Data Scientist - Ventures","PwC","https://hk.jobsdb.com/hk/en/job/ai-programmer-data-scientist-ventures-100003005834372","2018-01-12","47"
"System Analyst","AMAC Human Resources Consultants (????????) (formerly as Centaline Human Resources Consultants)","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005834360","2018-01-12","47"
"System Analyst / Analyst Programmer (Java/.NET)","--","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-100003005834287","2018-01-12","47"
"Digital Project Manager - Ventures","PwC","https://hk.jobsdb.com/hk/en/job/digital-project-manager-ventures-100003005834293","2018-01-12","47"
"Analyst Programmer","Hong Leong Insurance (Asia) Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005834319","2018-01-12","47"
"System Analyst","Tai Sang Land Development Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005834261","2018-01-12","47"
"IT Technical Support","Jetour Resources Management Limited","https://hk.jobsdb.com/hk/en/job/it-technical-support-100003005834250","2018-01-12","47"
"Senior Business Analyst / Junior Project Manager - Application Development","Prime Insight","https://hk.jobsdb.com/hk/en/job/senior-business-analyst-junior-project-manager-application-development-100003005834217","2018-01-12","47"
"System Administrator (SA)","Velocity Solutions Limited","https://hk.jobsdb.com/hk/en/job/system-administrator-100003005834064","2018-01-12","47"
"Web Developer","Aves Asia Limited","https://hk.jobsdb.com/hk/en/job/web-developer-100003005834025","2018-01-12","47"
"(5 Posts)   PHP Developer / Node.JS Programmer / Web Developer / AOS or iOS Developer / QA Engineer","VTL-Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/php-developer-node-dot-js-programmer-web-developer-aos-or-ios-developer-qa-engineer-100003005833897","2018-01-12","47"
"IT/ Software Engineer","Konica Minolta Business Solutions (HK) Limited","https://hk.jobsdb.com/hk/en/job/it-software-engineer-100003005833885","2018-01-12","47"
"Analyst Programmer / Senior Programmer (Business Intelligence / Data Warehouse)","Sa Sa Cosmetic Co Ltd","https://hk.jobsdb.com/hk/en/job/analyst-programmer-senior-programmer-100003005833615","2018-01-12","47"
"Operation support for Wintel (hands on), (5 days work week, FSI, 40-45K)","Xponential Personnel Limited","https://hk.jobsdb.com/hk/en/job/operation-support-for-wintel-100003005833847","2018-01-12","47"
"Analyst Programmer (Financial Information Systems) (PR082/17-18)","Hong Kong Baptist University","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005833666","2018-01-12","47"
"Analyst Programmer (Financial Information Systems) (PR082/17-18)","Hong Kong Baptist University","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005833666","2018-01-12","47"
"Development Engineer - Working in Japan (No Japanese Skill Required)","LINE Fukuoka Corporation","https://hk.jobsdb.com/hk/en/job/development-engineer-working-in-japan-100003005833585","2018-01-12","48"
"DevOps Lead / Engineer","Capgemini Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/devops-lead-engineer-100003005833573","2018-01-12","48"
"CSR Data Analyst","Top Form International Limited","https://hk.jobsdb.com/hk/en/job/csr-data-analyst-100003005833455","2018-01-12","48"
"Analyst Programmer (2-year Contract) (Ref: JDB/SDMSL/ISD-AP/20180112)","Sime Darby Motor Group (HK) Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005833451","2018-01-12","48"
"Senior Application Support","Infoware Systems Ltd","https://hk.jobsdb.com/hk/en/job/senior-application-support-100003005833382","2018-01-12","48"
"Senior Application Support","Infoware Systems Ltd","https://hk.jobsdb.com/hk/en/job/senior-application-support-100003005833382","2018-01-12","48"
"Field Service IT Engineer","Infoware Systems Ltd","https://hk.jobsdb.com/hk/en/job/field-service-it-engineer-100003005833367","2018-01-12","48"
"Data analytics Manager (Online marketing)","David Hall Personnel Consultant","https://hk.jobsdb.com/hk/en/job/data-analytics-manager-100003005833342","2018-01-12","48"
"System Analyst","TAL Apparel Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005833324","2018-01-12","48"
"Server System Engineer","Sino Merchant Properties Limited","https://hk.jobsdb.com/hk/en/job/server-system-engineer-100003005833285","2018-01-12","48"
"Analyst Programmer / Software Engineer","IT - Partners Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-software-engineer-100003005833276","2018-01-12","48"
"Developer / Analyst Programmer","XML Asia Ltd","https://hk.jobsdb.com/hk/en/job/developer-analyst-programmer-100003005833188","2018-01-12","48"
"C#.Net Developer","We Software Limited","https://hk.jobsdb.com/hk/en/job/csharp-dotnet-developer-100003005833131","2018-01-12","48"
"Java Analyst Programmer","We Software Limited","https://hk.jobsdb.com/hk/en/job/java-analyst-programmer-100003005833124","2018-01-12","48"
"C#.Net Developer / Analyst Programmer","We Software Limited","https://hk.jobsdb.com/hk/en/job/csharp-dotnet-developer-analyst-programmer-100003005833119","2018-01-12","48"
"Digital Operations Executive (CSH2/201801/DOE/HC)","csl.","https://hk.jobsdb.com/hk/en/job/digital-operations-executive-100003005833118","2018-01-12","48"
"Analyst Programmer (iOS)","We Software Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005833097","2018-01-12","48"
"Spring Intern (From February to May 2018)","XY Capital Limited","https://hk.jobsdb.com/hk/en/job/spring-intern-100003005833003","2018-01-12","48"
"Junior Developer","XY Capital Limited","https://hk.jobsdb.com/hk/en/job/junior-developer-100003005832997","2018-01-12","48"
"SAP Support Consultant","DynaSys Solutions Limited","https://hk.jobsdb.com/hk/en/job/sap-support-consultant-100003005832749","2018-01-12","48"
