"Pos","Company","Link","PostDate","Page No"
"Network Manager/ Engineer(Data center)/ DBA /Specialist(Window/Network/Midrange/Security/middleware)","Mtel Career Consulting","https://hk.jobsdb.com/hk/en/job/network-manager-engineer-dba-specialist-100003005860365","2018-01-23","25"
"IT Helpdesk Specialist / Engineer / User Support","Acton Consulting Limited","https://hk.jobsdb.com/hk/en/job/it-helpdesk-specialist-engineer-user-support-100003005859863","2018-01-23","25"
"Programmer/Analyst Programmer","Winfat Industrial Co., Limited","https://hk.jobsdb.com/hk/en/job/programmer-analyst-programmer-100003005860330","2018-01-23","25"
"Cloud SaaS ERP developer (Mid/Senior, 30~70K)","Aspiring Technologies Limited","https://hk.jobsdb.com/hk/en/job/cloud-saas-erp-developer-100003005860311","2018-01-23","25"
"Cloud SaaS ERP developer Junior/Trainee","Aspiring Technologies Limited","https://hk.jobsdb.com/hk/en/job/cloud-saas-erp-developer-junior-trainee-100003005860302","2018-01-23","25"
"Senior Programmer/ Analyst Programmer (C#)","Robert Half","https://hk.jobsdb.com/hk/en/job/senior-programmer-analyst-programmer-100003005860293","2018-01-23","25"
"Senior Analyst (Insurance Web Applications)","Robert Half","https://hk.jobsdb.com/hk/en/job/senior-analyst-100003005860288","2018-01-23","25"
"Senior Consultant - Dynamics NAV","Nigel Frank International","https://hk.jobsdb.com/hk/en/job/senior-consultant-dynamics-nav-400003003460125","2018-01-23","25"
"Full-Stack PHP developer (Frontend / backend )","Telecom Digital Services Ltd","https://hk.jobsdb.com/hk/en/job/full-stack-php-developer-100003005860247","2018-01-23","25"
"Mobile Developer/ System Analyst - UP to 45K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/mobile-developer-system-analyst-100003005860223","2018-01-23","25"
"Data Analyst - Top Software Company","Hays","https://hk.jobsdb.com/hk/en/job/data-analyst-top-software-company-100003005860202","2018-01-23","25"
"Business Operation Analyst - Top Software Company","Hays","https://hk.jobsdb.com/hk/en/job/business-operation-analyst-top-software-company-100003005860188","2018-01-23","25"
"Senior Data Analyst (Financial Institute)","Kelly Services Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/senior-data-analyst-100003005860187","2018-01-23","25"
"Helpdesk Support","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/helpdesk-support-100003005860186","2018-01-23","25"
"Business Analytics Manager - Top Chinese Bank","Hays","https://hk.jobsdb.com/hk/en/job/business-analytics-manager-top-chinese-bank-100003005860180","2018-01-23","25"
"C# / .NET Analyst Programmer - Regional Bank","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/csharp-dotnet-analyst-programmer-regional-bank-100003005860155","2018-01-23","25"
"Pre-sales Technical Consultant (SharePoint) - ($45k-$55k)","Ambitious People","https://hk.jobsdb.com/hk/en/job/pre-sales-technical-consultant-100003005860153","2018-01-23","25"
"Mobile Engineer I, iOS","Openrice Limited","https://hk.jobsdb.com/hk/en/job/mobile-engineer-i-ios-100003005860146","2018-01-23","25"
"Analyst Programmer/ System Analyst (Java) 25K-35K","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005860144","2018-01-23","25"
"Senior Mobile Application Developer / Programmer","Pacific Apex Limited","https://hk.jobsdb.com/hk/en/job/senior-mobile-application-developer-programmer-100003005859938","2018-01-23","25"
"Data Centre Operations Support","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/data-centre-operations-support-100003005860127","2018-01-23","25"
"Application Manager (Real Time Programming)","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/application-manager-100003005860114","2018-01-23","25"
"Application Manager (Real Time Programming)","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/application-manager-100003005860114","2018-01-23","25"
"Python Developer (Data & Automation) - FinTech","Michael Page","https://hk.jobsdb.com/hk/en/job/python-developer-fintech-100003005860113","2018-01-23","26"
"Senior Business Analyst (HKD$45k - 55k) - Bank","Michael Page","https://hk.jobsdb.com/hk/en/job/senior-business-analyst-bank-100003005860061","2018-01-23","26"
"System Analyst / Analyst Programmer","Drake Overload Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-100003005860013","2018-01-23","26"
"Business Objects / Crystal Reports Analyst Programmer (Government) (Ref: EW)","Global Talent Services Limited","https://hk.jobsdb.com/hk/en/job/business-objects-crystal-reports-analyst-programmer-100003005859980","2018-01-23","26"
"Data Analyst (Ref. No. : 22236)","Global Executive Consultants Ltd.","https://hk.jobsdb.com/hk/en/job/data-analyst-100003005859978","2018-01-23","26"
"Data Analyst (Ref. No. : 22236)","Global Executive Consultants Ltd.","https://hk.jobsdb.com/hk/en/job/data-analyst-100003005859978","2018-01-23","26"
"System Analyst / Analyst Programmer (Business Intelligence/ EDW)","Sa Sa Cosmetic Co Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-100003005859973","2018-01-23","26"
"Senior Mobile Developer (Hybrid) - Large Global Enterprise","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/senior-mobile-developer-large-global-enterprise-100003005859965","2018-01-23","26"
"Technical Support Assistant ( Game Maker / Up to 20K / Kowloon )","RGF HR Agent Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/technical-support-assistant-100003005859962","2018-01-23","26"
"System Analyst/ Analyst Programmer - Few posts - Ref. 941","KEK Consultancy Company Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-100003005859931","2018-01-23","26"
"Senior Analyst Programmer / Analyst Programmer","Cityline (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-analyst-programmer-100003005859908","2018-01-23","26"
"Programmer","SP Infinite Technology Limited","https://hk.jobsdb.com/hk/en/job/programmer-100003005858204","2018-01-23","26"
"System Engineer (Client Support)","ConnectedGroup Limited","https://hk.jobsdb.com/hk/en/job/system-engineer-100003005859877","2018-01-23","26"
"Senior/ Web Developer - Few posts - Ref. 1258","KEK Consultancy Company Limited","https://hk.jobsdb.com/hk/en/job/senior-web-developer-100003005859868","2018-01-23","26"
"Application Consultant / Application Developer  (5-Day Work)","Integrated Solutions Ltd","https://hk.jobsdb.com/hk/en/job/application-consultant-application-developer-100003005859814","2018-01-23","26"
"Sales Executive / Account Manager (CCTV / IT/Alarm System)","B & T Security","https://hk.jobsdb.com/hk/en/job/sales-executive-account-manager-100003005859754","2018-01-23","26"
"Developer / Analyst Programmer (JavaScript, Java)","Manpower","https://hk.jobsdb.com/hk/en/job/developer-analyst-programmer-100003005859747","2018-01-23","26"
"Systems Analyst  (Java,JSEE,JSP,JSF,Oracle,MySQL,PHP)","OPM Systems Company Limited","https://hk.jobsdb.com/hk/en/job/systems-analyst-100003005859743","2018-01-23","26"
"Reputable Bank | Senior / Java Developer (System Analyst) - Contract","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/reputable-bank-senior-java-developer-contract-100003005859696","2018-01-23","26"
"Senior Backend Developer / Programmer","Pacific Apex Limited","https://hk.jobsdb.com/hk/en/job/senior-backend-developer-programmer-100003005859188","2018-01-23","26"
"Head of IT - Leading Financial Firm","aimHigher Consultancy Limited","https://hk.jobsdb.com/hk/en/job/head-of-it-leading-financial-firm-100003005859544","2018-01-23","26"
"Full Stack Developers","aimHigher Consultancy Limited","https://hk.jobsdb.com/hk/en/job/full-stack-developers-100003005859536","2018-01-23","26"
"PLC Engineer (Ref: HRD_SPPAL_PLC-Eng-001-17)","Siemens Postal, Parcel & Airport Logistics Limited","https://hk.jobsdb.com/hk/en/job/plc-engineer-100003005859467","2018-01-23","26"
"Application Support Engineer","Siemens Postal, Parcel & Airport Logistics Limited","https://hk.jobsdb.com/hk/en/job/application-support-engineer-100003005859466","2018-01-23","26"
"Mobile Developer (ios/Android)","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/mobile-developer-100003005859450","2018-01-23","26"
"Core Application Manager  - Oracle EBS","Hudson","https://hk.jobsdb.com/hk/en/job/core-application-manager-oracle-ebs-100003005859444","2018-01-23","26"
"Analyst Programmer / System Analyst (5-day work in Kwai Chung)","WSL Warehouse Systems Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005859358","2018-01-23","26"
"Senior Web / Frontend Developer / Programmer","Pacific Apex Limited","https://hk.jobsdb.com/hk/en/job/senior-web-frontend-developer-programmer-100003005859189","2018-01-23","26"
"Analyst Programmer (HTML/PHP/JavaScript)","Peoplebank Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005859268","2018-01-23","26"
"Web Developer","Lotus Tours Ltd","https://hk.jobsdb.com/hk/en/job/web-developer-100003005859232","2018-01-23","26"
"Systems Manager (HK$40K - HK$50K)","Manpower","https://hk.jobsdb.com/hk/en/job/systems-manager-100003005859211","2018-01-23","26"
"AS/RPG400 Developer - CCBA","Ambition","https://hk.jobsdb.com/hk/en/job/as-rpg400-developer-ccba-100003005859178","2018-01-23","26"
"Contract - Bank - Senior / Business Analyst","Gulf Connexions Limited","https://hk.jobsdb.com/hk/en/job/contract-bank-senior-business-analyst-100003005859138","2018-01-23","26"
"Data Analyst","Openrice Limited","https://hk.jobsdb.com/hk/en/job/data-analyst-100003005859077","2018-01-23","26"
"Business Consultant (Insurance Software preferred)","ConnectedGroup Limited","https://hk.jobsdb.com/hk/en/job/business-consultant-100003005859032","2018-01-23","26"
"Analyst Programmer/Programmer/Junior Programmer","SolutionOne Technology Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-programmer-junior-programmer-100003005858995","2018-01-23","26"
"Business Analyst (30-32K)","CL Technical Services Ltd.","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005850772","2018-01-23","26"
"Senior Web Developer (NodeJs and React)","eBay International Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/senior-web-developer-100003005858976","2018-01-23","26"
"Junior IT Support","FXCM","https://hk.jobsdb.com/hk/en/job/junior-it-support-100003005858942","2018-01-23","26"
"(Senior) System Analyst / Analyst Programmer (.Net, Java, BI)","Hillman Ross","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-100003005858902","2018-01-23","26"
"Senior Data Analyst (BI and Python)","Seamatch Asia Limited","https://hk.jobsdb.com/hk/en/job/senior-data-analyst-100003005858847","2018-01-23","26"
"SD Consultant - (50K, double pay, 5 days, MNC) ref.SK-J07499","Gemini Personnel Limited","https://hk.jobsdb.com/hk/en/job/sd-consultant-100003005858721","2018-01-23","26"
"Analyst Programmer / System Analyst / Senior Programmer","CC Information Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-senior-programmer-100003005858710","2018-01-23","26"
"Software Engineer (HTML5 / NodeJS / React / React Native) (5 days work)","GoAnimate Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005858701","2018-01-23","26"
"Developer","TransUnion Limited","https://hk.jobsdb.com/hk/en/job/developer-100003005858660","2018-01-23","26"
"System Analyst / Analyst Programmer (.Net/GIS/Java/C++/P2P/Sharepoint/Mobile apps/Web)","Elee Consulting Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-100003005858625","2018-01-23","26"
"Production Support Associate - Leading Insurance Group","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/production-support-associate-leading-insurance-group-100003005858624","2018-01-23","26"
"Java/J2EE Developer / System Analyst  - Leading Bank","Pinpoint Asia Limited","https://hk.jobsdb.com/hk/en/job/java-j2ee-developer-system-analyst-leading-bank-100003005858620","2018-01-23","26"
"Senior Manager - Security Architect","ConnectedGroup Limited","https://hk.jobsdb.com/hk/en/job/senior-manager-security-architect-100003005858610","2018-01-23","26"
"Mobile App Developer","Strawberry Cosmetics (Services) Limited","https://hk.jobsdb.com/hk/en/job/mobile-app-developer-100003005858607","2018-01-23","26"
"iOS Mobile Application Developer ( Senior / Junior )","Doki Technologies","https://hk.jobsdb.com/hk/en/job/ios-mobile-application-developer-100003005858502","2018-01-23","26"
"iOS Mobile Application Developer ( Senior / Junior )","Doki Technologies","https://hk.jobsdb.com/hk/en/job/ios-mobile-application-developer-100003005858502","2018-01-23","26"
"Backend Developer (Objective-C (iOS) and Java (Android), C#)","Doki Technologies","https://hk.jobsdb.com/hk/en/job/backend-developer-100003005858472","2018-01-23","27"
"Image Processing Engineer","Integrated Corporation","https://hk.jobsdb.com/hk/en/job/image-processing-engineer-100003005858573","2018-01-23","27"
"Mobile APP Developer","Integrated Corporation","https://hk.jobsdb.com/hk/en/job/mobile-app-developer-100003005858566","2018-01-23","27"
"UI/UX & Graphics Designer (Web/ App)","Doki Technologies","https://hk.jobsdb.com/hk/en/job/ui-ux-graphics-designer-100003005858549","2018-01-23","27"
"Assistant IT Support (Ref. no. 02606)","TUV SUD Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/assistant-it-support-100003005858536","2018-01-23","27"
"Assistant IT Support (Ref. no. 02606)","TUV SUD Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/assistant-it-support-100003005858536","2018-01-23","27"
"Project Data Specialist","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/project-data-specialist-100003005858495","2018-01-23","27"
"Business Analyst","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005858489","2018-01-23","27"
"Project Coordinator","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/project-coordinator-100003005858477","2018-01-23","27"
"ASSISTANT PROJECT MANAGER","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/assistant-project-manager-100003005858467","2018-01-23","27"
"Junior Mobile Application Developer (IOS)","Perfect Shape (Holdings) Limited","https://hk.jobsdb.com/hk/en/job/junior-mobile-application-developer-100003005858433","2018-01-23","27"
"SAP Consultant FICO - Top Fashion MNC","FrankAsia Search Limited","https://hk.jobsdb.com/hk/en/job/sap-consultant-fico-top-fashion-mnc-100003005858378","2018-01-23","27"
"Game Developer/ Programmer (5-day work)","FunTown Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/game-developer-programmer-100003005858356","2018-01-23","27"
"IT Infrastructure Manager - Financial Services","Morgan McKinley","https://hk.jobsdb.com/hk/en/job/it-infrastructure-manager-financial-services-100003005858353","2018-01-23","27"
"IT Service and Support Manager - Financial Services","Morgan McKinley","https://hk.jobsdb.com/hk/en/job/it-service-and-support-manager-financial-services-100003005858281","2018-01-23","27"
"Project Manager","AMC Systems Limited","https://hk.jobsdb.com/hk/en/job/project-manager-100003005858279","2018-01-23","27"
"IT Project Engineer","AMC Systems Limited","https://hk.jobsdb.com/hk/en/job/it-project-engineer-100003005858265","2018-01-23","27"
"Oracle e biz programmmer","AMC Systems Limited","https://hk.jobsdb.com/hk/en/job/oracle-e-biz-programmmer-100003005858246","2018-01-23","27"
"Software Engineer","China Comservice (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005858231","2018-01-23","27"
"Regional IT Manager - APAC - Law firm","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/regional-it-manager-apac-law-firm-100003005858223","2018-01-23","27"
"Full stack Mobile Developer","Xpand Group","https://hk.jobsdb.com/hk/en/job/full-stack-mobile-developer-100003005858216","2018-01-23","27"
"Analyst Programmer (Java/J2EE, Government project) (Ref:GTS_EW)","Global Talent Services Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005858208","2018-01-23","27"
"JAVA Developer","Frank Recruitment Group Private Ltd","https://hk.jobsdb.com/hk/en/job/java-developer-400003003459183","2018-01-23","27"
"Project Manager (BI - Qlikview)","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/project-manager-100003005858135","2018-01-23","27"
"System Analyst","Global Technology Integrator Ltd","https://hk.jobsdb.com/hk/en/job/system-analyst-100003005858124","2018-01-23","27"
"PHP Engineer","Headsearch21 Consultancy Ltd","https://hk.jobsdb.com/hk/en/job/php-engineer-100003005858101","2018-01-23","27"
"System Analyst / Programmer /Help desk support / Network and System administrator","Mtel Career Consulting","https://hk.jobsdb.com/hk/en/job/system-analyst-programmer-help-desk-support-network-and-system-administrator-100003005857755","2018-01-23","27"
"Programmer (ERP / BI)","Celki Medical Company","https://hk.jobsdb.com/hk/en/job/programmer-100003005858075","2018-01-23","27"
"Assistant Project Manager (Software Development/MNC/Internal POS & Sales System/Attractive Package)","DNA Recruit Partners Limited","https://hk.jobsdb.com/hk/en/job/assistant-project-manager-100003005858063","2018-01-23","27"
"SharePoint Specialist","Global Technology Integrator Ltd","https://hk.jobsdb.com/hk/en/job/sharepoint-specialist-100003005858059","2018-01-23","27"
"Assistant Programmer / Programmer","Newtech Management Services Ltd","https://hk.jobsdb.com/hk/en/job/assistant-programmer-programmer-100003005857973","2018-01-23","27"
"Senior Digital Consultant / Senior Customer Experience Consultant","PCCW Solutions","https://hk.jobsdb.com/hk/en/job/senior-digital-consultant-senior-customer-experience-consultant-100003005857925","2018-01-23","27"
"Digital Business Analyst","PCCW Solutions","https://hk.jobsdb.com/hk/en/job/digital-business-analyst-100003005857921","2018-01-23","27"
"Junior Software Engineer / Solution Developer","PCCW Solutions","https://hk.jobsdb.com/hk/en/job/junior-software-engineer-solution-developer-100003005857923","2018-01-23","27"
"System Analyst / Analyst Programmer / Lead Programmer","cccdi Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-lead-programmer-100003005857871","2018-01-23","27"
"IT Manager (20-25K)","Cheng Chung Design (H.K.) Limited","https://hk.jobsdb.com/hk/en/job/it-manager-100003005856175","2018-01-23","27"
"Officer (Project Management) - System Coordination Department","United Asia Finance Limited","https://hk.jobsdb.com/hk/en/job/officer-system-coordination-department-100003005855026","2018-01-23","27"
"Programmer (5 Days Work)","Million Tech Development Ltd","https://hk.jobsdb.com/hk/en/job/programmer-100003005848118","2018-01-23","27"
"Mobile Game Programmer (C/C++)","WearRus Interactive Limited","https://hk.jobsdb.com/hk/en/job/mobile-game-programmer-100003005857803","2018-01-23","27"
"Frontend Mobile Engineer (Unity, C#)","WearRus Interactive Limited","https://hk.jobsdb.com/hk/en/job/frontend-mobile-engineer-100003005857796","2018-01-22","27"
"Project Manager/Business Analyst / System Analyst / Analyst Programmer/ Programmer (Java/C#/Android?","IT Workforce Limited","https://hk.jobsdb.com/hk/en/job/project-manager-business-analyst-system-analyst-analyst-programmer-programmer-100003005857785","2018-01-22","27"
"Blockchain AI Data Scientist (Cryptography Expert, PhD, 1st honour Preferred)","Risksis Technology Limited","https://hk.jobsdb.com/hk/en/job/blockchain-ai-data-scientist-100003005857775","2018-01-22","27"
"Front-End Software Developer for FinTech System (Web/HTML/CSS/Javascript)","Risksis Technology Limited","https://hk.jobsdb.com/hk/en/job/front-end-software-developer-for-fintech-system-100003005857774","2018-01-22","27"
"Strong Java/C++/Go Senior/Junior Software Engineer (FINTECH stream)","Risksis Technology Limited","https://hk.jobsdb.com/hk/en/job/strong-java-cplusplus-go-senior-junior-software-engineer-100003005857773","2018-01-22","27"
"Head of application support - Global ibank","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/head-of-application-support-global-ibank-100003005857761","2018-01-22","27"
"Analyst Programmers / Programmers - Java","Acton Consulting Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmers-programmers-java-100003005857742","2018-01-22","27"
"Oracle EBS specialist","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/oracle-ebs-specialist-100003005857699","2018-01-22","27"
"Application production support - Global ibank","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/application-production-support-global-ibank-100003005857696","2018-01-22","27"
"Business Intelligence System Analyst (e-Commerce)","Lam Soon (Hong Kong) Limited","https://hk.jobsdb.com/hk/en/job/business-intelligence-system-analyst-100003005857668","2018-01-22","27"
"Application Support - Global ibank","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/application-support-global-ibank-100003005857667","2018-01-22","27"
"SYSTEM ANALYST - US MNC IT GIS technology firm/5 days work","JPC Texson Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-us-mnc-it-gis-technology-firm-100003005857660","2018-01-22","27"
"SYSTEM ANALYST - US MNC IT GIS technology firm/5 days work","JPC Texson Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-us-mnc-it-gis-technology-firm-100003005857660","2018-01-22","27"
"UAT Tester","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/uat-tester-100003005857615","2018-01-22","28"
"Senior Systems Analyst - ERP/ .Net","Peoplebank Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/senior-systems-analyst-erp-dotnet-100003005857610","2018-01-22","28"
"Business Analyst","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/business-analyst-100003005857600","2018-01-22","28"
"ASSISTANT PROJECT MANAGER","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/assistant-project-manager-100003005857595","2018-01-22","28"
"Project Manager (Omni-channel/ e-commerce)","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/project-manager-100003005857594","2018-01-22","28"
"Project Manager (Omni-channel/ e-commerce)","Chandler Macleod","https://hk.jobsdb.com/hk/en/job/project-manager-100003005857594","2018-01-22","28"
"Java Programmer/System Analyst- Insurance Projects-HKD$25k-$40k","Ambition","https://hk.jobsdb.com/hk/en/job/java-programmer-system-analyst-insurance-projects-100003005857591","2018-01-22","28"
"Digital Business Analyst, Top Tier MNC, $25-30k","Robert Half","https://hk.jobsdb.com/hk/en/job/digital-business-analyst-top-tier-mnc-100003005857590","2018-01-22","28"
"Analyst Programmer / System Analyst (Java)","Peoplebank Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005857564","2018-01-22","28"
"AngularJS/ReactJS Front-end Developer - AI Platform - HKD$20k","David James Recruitment Limited","https://hk.jobsdb.com/hk/en/job/angularjs-reactjs-front-end-developer-ai-platform-100003005857558","2018-01-22","28"
"Python Developer - AI Platform - HKD$20k","David James Recruitment Limited","https://hk.jobsdb.com/hk/en/job/python-developer-ai-platform-100003005857506","2018-01-22","28"
"Analyst Programmer - PHP, HTML, JavaScript, MySQL","InfoTech Services ( HK ) Ltd. ??????(??)????","https://hk.jobsdb.com/hk/en/job/analyst-programmer-php-html-javascript-mysql-100003005857413","2018-01-22","28"
"CRM Developer","Randstad Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/crm-developer-100003005857461","2018-01-22","28"
"VP Engineering / Platform Architect","Foris Limited","https://hk.jobsdb.com/hk/en/job/vp-engineering-platform-architect-100003005856502","2018-01-22","28"
"VMware Server Engineer (Tier 2)","CL Smart Sourcing Limited","https://hk.jobsdb.com/hk/en/job/vmware-server-engineer-100003005850207","2018-01-22","28"
"Software Engineer","Businsoft Limited","https://hk.jobsdb.com/hk/en/job/software-engineer-100003005857156","2018-01-22","28"
".Net Software Developer","CL Smart Sourcing Limited","https://hk.jobsdb.com/hk/en/job/dotnet-software-developer-100003005849931","2018-01-22","28"
"Regional SAP Specialists / Consultants / Support","Charterhouse Partnership","https://hk.jobsdb.com/hk/en/job/regional-sap-specialists-consultants-support-100003005857341","2018-01-22","28"
"Hybrid Application Developer (React Native) - Fintech","Hays","https://hk.jobsdb.com/hk/en/job/hybrid-application-developer-fintech-100003005857321","2018-01-22","28"
"C++/C# Developer/Junior Quant Trader (PhD preferred!) - Global Hedge Fund - HKD$30-40k","David James Recruitment Limited","https://hk.jobsdb.com/hk/en/job/cplusplus-csharp-developer-junior-quant-trader-global-hedge-fund-100003005857316","2018-01-22","28"
"Digital Banking Architect (HK$50K to HK$60K)","Manpower","https://hk.jobsdb.com/hk/en/job/digital-banking-architect-100003005857308","2018-01-22","28"
"Data Science Engineer","Networld Technology Limited","https://hk.jobsdb.com/hk/en/job/data-science-engineer-100003005857266","2018-01-22","28"
"Senior Analyst Programmer","Midland Holdings Limited","https://hk.jobsdb.com/hk/en/job/senior-analyst-programmer-100003005857202","2018-01-22","28"
"Senior Mobile App Developer (React Native) - Fintech","Hays","https://hk.jobsdb.com/hk/en/job/senior-mobile-app-developer-fintech-100003005857175","2018-01-22","28"
"System Specialist(ReactJS, Java),direct contract,renewable","Robert Half","https://hk.jobsdb.com/hk/en/job/system-specialist-direct-100003005857170","2018-01-22","28"
"Application Consultant (JAVA/.net/C#)- 20-45k","Ambition","https://hk.jobsdb.com/hk/en/job/application-consultant-100003005857166","2018-01-22","28"
"Project Manager (Banking/ Financial)- 40-50k","Ambition","https://hk.jobsdb.com/hk/en/job/project-manager-100003005857165","2018-01-22","28"
"Analyst Programmer/ System Analyst (JAVA/.net/C#- 20-45k)","Ambition","https://hk.jobsdb.com/hk/en/job/analyst-programmer-system-analyst-100003005857163","2018-01-22","28"
"Assistant Project Manager- Banking (25-40k)","Ambition","https://hk.jobsdb.com/hk/en/job/assistant-project-manager-banking-100003005857161","2018-01-22","28"
"Senior QA Engineer","Robert Walters Hong Kong","https://hk.jobsdb.com/hk/en/job/senior-qa-engineer-100003005857063","2018-01-22","28"
"Analyst Programmer - (Working Location : Yuen Long)","Toppan Forms (HK) Ltd","https://hk.jobsdb.com/hk/en/job/analyst-programmer-100003005857050","2018-01-22","28"
"Software Engineer-PC app(listed corporation in US)","Eternity Consultants (HK) Ltd","https://hk.jobsdb.com/hk/en/job/software-engineer-pc-app-100003005856933","2018-01-22","28"
"Sr. / Software Engineer - Embedded (5 Day work, Double Pay, Bank Holiday, Medical, 14AL)","Eternity Consultants (HK) Ltd","https://hk.jobsdb.com/hk/en/job/sr-software-engineer-embedded-100003005856924","2018-01-22","28"
"Full Stack Developer","Xpand Group","https://hk.jobsdb.com/hk/en/job/full-stack-developer-100003005856800","2018-01-22","28"
"Manager, Senior Technical Architecture","Avanade Hong Kong Limited","https://hk.jobsdb.com/hk/en/job/manager-senior-technical-architecture-100003005856785","2018-01-22","28"
"(5 Posts)   PHP Developer / Node.JS Programmer / Web Developer / AOS or iOS Developer / QA Engineer","VTL-Solutions Ltd.","https://hk.jobsdb.com/hk/en/job/php-developer-node-dot-js-programmer-web-developer-aos-or-ios-developer-qa-engineer-100003005856773","2018-01-22","28"
"System Analyst, Analyst Programmer, Programmer (Java)","Carbon International Limited","https://hk.jobsdb.com/hk/en/job/system-analyst-analyst-programmer-programmer-100003005856764","2018-01-22","28"
"Application Support Engineer [Ref: BMT-JDB-20171218]","CITIC Telecom International Holdings Limited","https://hk.jobsdb.com/hk/en/job/application-support-engineer-100003005856747","2018-01-22","28"
"Senior Web Developer / System Analyst","Seamatch Asia Limited","https://hk.jobsdb.com/hk/en/job/senior-web-developer-system-analyst-100003005856728","2018-01-22","28"
"Systems Analyst  (Java,JSEE,JSP,JSF,Oracle,MySQL,PHP)","OPM Systems Company Limited","https://hk.jobsdb.com/hk/en/job/systems-analyst-100003005856726","2018-01-22","28"
"Assistant Solutions Analyst - IT Solutions Delivery & Support","Hong Kong Aircraft Engineering Co Ltd","https://hk.jobsdb.com/hk/en/job/assistant-solutions-analyst-it-solutions-delivery-support-100003005856712","2018-01-22","28"
"Application Developer - IT Solutions Delivery & Support","Hong Kong Aircraft Engineering Co Ltd","https://hk.jobsdb.com/hk/en/job/application-developer-it-solutions-delivery-support-100003005856695","2018-01-22","28"
"Senior Physical Design Engineer","Allystar Technoloy Co. Limited","https://hk.jobsdb.com/hk/en/job/senior-physical-design-engineer-100003005856685","2018-01-22","28"
"GNSS SW Engineer","Allystar Technoloy Co. Limited","https://hk.jobsdb.com/hk/en/job/gnss-sw-engineer-100003005856686","2018-01-22","28"
"Digital IC Design Engineer","Allystar Technoloy Co. Limited","https://hk.jobsdb.com/hk/en/job/digital-ic-design-engineer-100003005856684","2018-01-22","28"
"Frontend Developer","Anystuff Limited","https://hk.jobsdb.com/hk/en/job/frontend-developer-100003005856669","2018-01-22","28"
